code,product_name,brands,stores,categories,nutriscore_grade,nova_group,ecoscore_grade,countries,energy-kcal_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g
5900120022942,Śmietanka UHT 36% Łowicka,Łowicz,Biedronka,"Nabiał, Śmietanki, en:UHT Creams, en:Unfermented creams",d,4,,Poland,,,,,,,
2938820004206,Golonka wieprzowa bez kości,"Swojska Chata,Szubryt",Biedronka,"Produkty na bazie mięsa,Mięsa,Wieprzowina i jej produkty,Wieprzowina",d,3,,Polska,,,,,,,
5900344901832,"Marynowane, krojone filety bez skórki ze śledzia atlantyckiego z ogórkiem konserwowym i czosnkiem w oleju rzepakowym.",Lisner,Biedronka,"Owoce morza, Ryby",e,3,,Polska,,,,,,,
5900344901825,Śledzik na raz z suszonymi pomidorami,Lisner,Biedronka,"Seafood, Fishes and their products, Fishes, Canned-fish-in-tomato-sauce, en:fish-preparations",e,3,,Polska,,,,,,,
5900344000375,Szybki Śledzik w sosie śmietankowym,"Lisner,Marinero",Biedronka,"Owoce morza,en:Fishes and their products,Ryby,en:Fish preparations",e,3,,Polska,,,,,,,
5900344000337,Szybki śledzik w sosie czosnkowym z ziołami prowansalskimi,"Lisner,Marinero",Biedronka,"Owoce morza,en:Fishes and their products,Ryby",e,3,,Polska,,,,,,,
5900580004861,Kapusta kwaszona duszona,Provitus,Biedronka,"Plant-based foods and beverages, Plant-based foods, Canned foods, Canned plant-based foods, en:canned-vegetables",c,3,,Polska,,,,,,,
5900580002645,,Provitus,Biedronka,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Canned foods, Vegetables based foods, Canned plant-based foods, Canned vegetables, en:cabbages",b,3,,Polska,,,,,,,
5904277703075,Drożdze piekarskie prasowane,Lallemand Polska,Biedronka,"Dodatek do żywności, Drożdże",not-applicable,1,,Polska,,,,,,,
8719200106369,Solia,Upfield,Biedronka,"Plant-based foods and beverages,Plant-based foods,Fats,Spreads,Plant-based spreads,Salted spreads,Spreadable fats,Vegetable fats,Margarines",c,4,,Poland,,,,,,,
8719200013506,Flora Original,Flora,Biedronka,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Tłuszcze, Smarowidła, Roślinne smarowidła, Słone smarowidła, Tłuszcze do smarowania, Tłuszcze roślinne, Margaryny, en:Margarines high in omega 3, Margaryny solone",c,4,,Polska,,,,,,,
8719200011922,ProActiv,"Flora,Upfield",Biedronka,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Tłuszcze, Smarowidła, Roślinne smarowidła, Słone smarowidła, Tłuszcze do smarowania, Tłuszcze roślinne, Margaryny, Margaryny light, Margaryny niesolone, en:Light unsalted margarines, en:Margarines high in omega 3, en:Margarines with plant sterols esters, en:30-40% fat unsalted vegetable fat high in omega 3, en:30-40% fat unsalted vegetable fat with plant sterols esters",c,4,,Polska,,,,,,,
5902476000742,Masło ekstra wiejskie,Jana,Biedronka,"Nabiał, Tłuszcze, Smarowidła, Tłuszcze do smarowania, Tłuszcze zwierzęce, Tłuszcze mleczne, en:dairy-spread, Masła",e,,,Polska,,,,,,,
5900120064126,Ser Edamski,Łowicz,Biedronka,"Nabiał,Żywność fermentowana,Fermentowane produkty mleczne,Sery",d,4,,Polska,,,,,,,
5901473000724,Bio Tofu twarde,Polsoja,Biedronka,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Strączkowe i produkty strączkowe, Alternatywy mięsa, Zastępniki mięsa, Tofu, Tofu naturalne",a,4,,Polska,,,,,,,
2941529004521,Polędwica łososiowa wieprzowa,"Krakus,Animex Food",Biedronka,"Produkty na bazie mięsa, Mięsa, Wieprzowina",e,4,,Polska,,,,,,,
5904170029128,Kotlet z piersi kurczaka z Mozzarellą.,"Dania Express,Drosed-Roldrob",Biedronka,"Produkty na bazie mięsa, en:Chicken and its products, en:Meat preparations, en:Breaded products, en:Chicken preparations, en:Breaded chicken",d,4,,Poland,,,,,,,
5905187117709,Crunchips Wow Jalapeno & Cheese,"Lorenz,Crunchips",Biedronka,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, en:potato-crisps",d,4,,Polska,,,,,,,
5900562560606,"Kabanosy klasyczne wieprzowo-wołowe, drobno rozdrobnione, wędzone, parzone, suszone.",Sokołów,Biedronka,"Produkty na bazie mięsa, Polskie produkty mięsne, Kabanosy",e,4,,Polska,,,,,,,
5900562560200,Kabanosy bekonowe z pieprzem,Sokołów,Biedronka,"Meats and their products,Meats,Pork and its products,Pork,Polish meat products,pl:Kabanosy",e,4,,Poland,,,,,,,
5900562560309,Kabanos Chili,Sokołów,Biedronka,"Produkty na bazie mięsa, Polskie produkty mięsne, Kabanosy",e,4,,Polska,,,,,,,
5901356071452,Bonitki Mini Roladki Morela,"Bonitki,Tago",Biedronka,"Przekąski, Słodkie przekąski",e,4,,Polska,,,,,,,
5901356071445,Bonitki Mini Roladki Malina,"Bonitki,Tago",Biedronka,"Przekąski, Słodkie przekąski",e,4,,Polska,,,,,,,
5907443603131,Czekolada mleczna,Millano,Biedronka,"Przekąski, Słodkie przekąski, Kakao i produkty na bazie kakao, Czekolada, Czekolada mleczna",e,4,,Polska,,,,,,,
5901356040670,Precle z cukrem,"Tago,Cukiernia Róża",Biedronka,"Przekąski, Słodkie przekąski",e,4,,Polska,,,,,,,
5901619150870,Powidła śliwkowe,Miedzychód,Biedronka,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty śniadaniowe, Smarowidła, Roślinne smarowidła, Słodkie smarowidła, Przetwory owocowe, Dżemy",d,3,,Polska,,,,,,,
5900783009472,Sos curry mango,"Pudliszki,Heinz",Biedronka,"Przyprawy, Sosy, en:groceries",d,4,,Polska,,,,,,,
5906742687163,Tom Kha,"Asia Flavours,Campio Food",Biedronka,"Przyprawy, Sosy, en:Tom Kha paste, Pasty",e,4,,Polska,,,,,,,
5905187906075,"Mieszanka krakersów, paluszków i precelków","Top,Polsnack",Biedronka,"Przekąski, Słone przekąski, Przystawki",e,4,,Polska,,,,,,,
5902036004098,Syrop z kwaitów hibiskusa,"Herbarium,Premium Rosa",Biedronka,Syrop,d,3,,Polska,,,,,,,
5905643054982,Jagody w lekkim syropie,"Nasza Spiżarnia,Kasol",Biedronka,Syrop,b,3,,Poland,,,,,,,
5900907007629,Jabłka prażone,"Nasza spiżarnia,Bracia Urbanek",Biedronka,"Jabłka prażone, Musy, Musy jabłkowe",a,4,,Polska,,,,,,,
5900580000726,Ogórki konserwowe hot chili,Provitus,Biedronka,"Plant-based foods and beverages, Plant-based foods, Canned foods, Canned plant-based foods, Pickles, Plant-based pickles, en:pickled-cucumbers",c,4,,Polska,,,,,,,
5900783009526,Majonez,"Pudliszki,Heinz",Biedronka,"Condiments, Sauces, Mayonnaises",e,3,,Polska,,,,,,,
5900783009519,Majonez gęsty kremowy,"Pudliszki,Heinz",,"Przyprawy, Sosy, Majonezy",e,3,,Polska,,,,,,,
5900130031996,Kaktus 8+1,"Nestlé,Froneri Polska,Kaktus",Biedronka,"Desery, Produkty mrożone, Mrożone desery, Lody i sorbety, Lody",c,4,,"Czechy,Estonia,Węgry,Łotwa,Litwa,Polska,Słowacja",,,,,,,
5901713012654,Ketchup pikantny,"Dawtona,Tomatini",Biedronka,"Przyprawy, Sosy, Sosy pomidorowe, Ketchup, en:groceries",d,4,,Polska,,,,,,,
5901713012647,Ketchup łagodny,"Tomatini,Dawtona",Biedronka,"Przyprawy, Sosy, Sosy pomidorowe, Ketchup, en:groceries",d,4,,Polska,,,,,,,
5901713012692,Ketchup pikantny,"Madero,Dawtona",Biedronka,"pl:przyprawy, pl:sosy, pl:sosy-pomidorowe, ketchup, pl:ketchup-pomidorowy",e,4,,Polska,,,,,,,
5906425121243,"Ketchup z dodatkiem miodu, czosnku i tymianku.","Develey,Madero",Biedronka,"Przyprawy, Sosy, Sosy pomidorowe, Ketchup, en:groceries",d,3,,Polska,,,,,,,
5906425121861,Premium ketchup pikantny,"Madero,Develey",Biedronka,"Przyprawy, Sosy, Sosy pomidorowe, Ketchup, Ketchup pomidorowy",d,4,,Polska,,,,,,,
8008993491715,Pasta Penne,"Go Bio, Moccagatta",,"Alimentos e bebidas à base de plantas, Alimentos à base de plantas, Cereais e Batatas, Cereais e seus produtos, Massa alimentícia, en:Cereal pastas, Massas secas, en:Durum wheat pasta, en:Durum wheat penne, Penne, Penne Rigate",a,1,,Polska,,,,,,,
5907616900050,Masło o zawartości trzech czwartych tłuszczu.,Lumiko,Auchan,"Nabiał, Tłuszcze, Smarowidła, Tłuszcze do smarowania, Tłuszcze zwierzęce, Tłuszcze mleczne, en:dairy-spread, Masła",e,4,,Polska,,,,,,,
5907616900630,Podlaskie do smarowania,Lumiko,Auchan,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Tłuszcze, Smarowidła, Roślinne smarowidła, Tłuszcze do smarowania, Tłuszcze roślinne, Margaryny, en:50-63% lightly salted blended fat with vegetable and animal origins",d,4,,Polska,,,,,,,
8719200065369,"Rama do smażenia, klasyczna.","Rama,Upfield Polska",Auchan,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Tłuszcze, Smarowidła, Roślinne smarowidła, Słone smarowidła, Tłuszcze do smarowania, Tłuszcze roślinne, Margaryny",c,4,,Polska,,,,,,,
5904215136194,Tortilla - placki pszenne,Auchan,Auchan,"it:tortilla, en:flatbreads",c,4,,Polska,,,,,,,
5904215143567,Majonez,"Auchan,Fructus Agros Nova",Auchan,"Przyprawy, Sosy, Majonezy",d,4,,Polska,,,,,,,
5900820019723,Milk,Łaciate,,"Nabiał, Mleko, Mleko bez laktozy",b,,,Polska,,,,,,,
5900168530041,Twaróg półtłusty z Opola lubelskiego,"Opole lubelskie,Kabako Milk",Auchan,"Nabiał, Żywność fermentowana, Desery, Fermentowane produkty mleczne, Sery, Desery mleczne, Twaróg, Serki kremowe",a,3,,Polska,,,,,,,
3077200116371,Ser pleśniowy Velbon Brie oryginalny,Hochland,Auchan,"Nabiał,Żywność fermentowana,Fermentowane produkty mleczne,Sery,en:Soft cheeses,Ser krowi,en:Soft cheeses with bloomy rind,Sery francuskie,Sery Brie",d,3,,Polska,,,,,,,
5900143017499,Smalec z cebulką i boczkiem,Kotwica,Auchan,"Tłuszcze, Tłuscze zwierzęce, Smalec",e,2,,Polska,,,,,,,
5904215140252,Kefir naturalny,Auchan,Auchan,"Napoje, Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Napoje mleczne, Napoje fermentowane, en:Fermented milk drinks, Kefir",c,3,,en:Poland,,,,,,,
8595241515281,Tuňák steak v pikantním oleji,"Gaston,Franz Josef",,"Seafood, Fishes and their products, Fishes, en:tunas",c,3,,"Česko,Poľsko,Rumunsko,Slovensko",,,,,,,
5901069000916,Śledź po gdańsku w oleju,Łosoś Ustka,,"Owoce morza, Konserwy, Ryby, Tłuste ryby, Konserwy rybne, Śledzie, Śledzie w puszce",d,3,,Polska,,,,,,,
5903895010220,Filety że śledzia w oleju,Graal,Auchan,"Owoce morza, Konserwy, Ryby, Konserwy rybne",c,3,,Polska,,,,,,,
5906747314842,Barnie,"Lubisie,Mondelez",Biedronka,Ciasteczka,d,4,,Polska,,,,,,,
5903895631913,Łosoś Kawałki w sosie pomidorowym,Marinero,Biedronka,"Seafood, Canned foods, Fishes, Fatty fishes, Canned fishes, Salmons, Canned salmons",a,4,,Polska,,,,,,,
20465841,Топено сирене със сирене Тилзит,"Pilos, Sertop",Lidl,"Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery, Sery topione",d,4,,"Литва,Полша,България",,,,,,,
20465834,Gouda - ser topiony kremowy,Pilos,Lidl,"Nabiał,Żywność fermentowana,Fermentowane produkty mleczne,Sery,Sery topione",d,4,,"Полша,България",,,,,,,
20224806,Grilltaler Kräuter,"Bluedino, Lacpol, Leckerrom, Lidl",Lidl,"Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery, Sery topione",d,4,,"Polen, Germany",,,,,,,
4056489129622,Sandwich fromage fondu,"Lidl,Zoma,Pilos",Lidl,"Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery, Kanapki, en:Processed cheese, Sery topione, Sery topione",d,4,,"Poland, en:romania",,,,,,,
4056489061052,Masło ekstra,"Pilos,Polmlek",Lidl,"Nabiał, Tłuszcze, Smarowidła, Tłuszcze do smarowania, Tłuszcze zwierzęce, Tłuszcze mleczne, en:dairy-spread, Masła",e,2,,Polska,,,,,,,
20145880,Czosnkowy sos,Kania,Lidl,"Przyprawy,Sosy,Sosy czosnkowe,en:Garlic sauce,en:garlic sauces",d,4,,Polska,,,,,,,
20149307,Kabanosy klasyczne drobiowe z dodatkiem wieprzowiny,Pikok,Lidl,"Produkty na bazie mięsa, Polskie produkty mięsne, Kabanosy",e,4,,Polska,,,,,,,
5901414203467,Bahlsen Hitczekoladowy 220G,Bahlsen,,"Przekąski, Słodkie przekąski, en:Biscuits and cakes, Herbatnik",e,4,,Polska,,,,,,,
5900617038289,Peanut Butter Smooth,GO ON,Lidl,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Strączkowe i produkty strączkowe, Smarowidła, Orzechy i ich produkty, Roślinne smarowidła, en:Oilseed purees, en:Legume butters, Masła z orzechów, Masło z orzeszków ziemnych",a,1,,"France, Poland, Romania, en:czech-republic",,,,,,,
3560071234010,ESPRESSO N°5 100% ARABICA,Carrefour,"Carrefour,carrefour.fr","Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons chaudes, Cafés, Dosettes, Boissons au café, Cafés en dosettes, Café expresso non sucré",unknown,1,,"France,Italie,Pologne,Roumanie,Espagne",,,,,,,
20355944,Jabłka,La-Sad,Biedronka,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, en:apples",unknown,,,Polska,,,,,,,
5908275688891,Serek waniliowy,"Président,Lactalis Polska",Biedronka,"Nabiał, Żywność fermentowana, Desery, Fermentowane produkty mleczne, Desery mleczne, Fermentowane desery mleczne, fr:Fromages blancs, fr:Fromages blancs aromatisés",c,,,Polska,,,,,,,
5906040063584,Jogobella,Zott,biedronka,"Nabiał, Żywność fermentowana, Desery, Fermentowane produkty mleczne, Desery mleczne, Fermentowane desery mleczne, en:Fermented dairy desserts with fruits, Jogurty, Jogurty owocowe, en:Apple yogurts",c,4,,Polska,,,,,,,
3560071233990,Grande Fin et délicat,Carrefour,"Carrefour,carrefour.fr","Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons chaudes, Cafés, Dosettes, Cafés en dosettes",unknown,1,,"Francja,Włochy,Polska,Rumunia,Hiszpania",,,,,,,
5900972009054,,,,"Produkty mrożone, Posiłki, Posiłki z mięsem, en:Rice dishes, en:Poultry meals, Mrożone dania gotowe, Dania z kurczakiem, en:Frozen meals with meat",unknown,4,,Polska,,,,,,,
5903767001677,Jogurt pitny z przetartymi owocami i zmielonymi płatkami owsianymi i jaglanymi.,"FruVita,Lactalis Polska,Biedronka",Biedronka,"Napoje,Nabiał,Żywność fermentowana,Fermentowane produkty mleczne,Desery,Desery mleczne,Napoje mleczne,Fermentowane desery mleczne,Napoje fermentowane,Jogurty,en:Fermented milk drinks,en:drinkable-yogurts",c,1,,Polska,,,,,,,
5903767001660,Jogurt pitny z przetartymi owocami i zmielonymi płatkami owsianymi i siemieniem lnianym.,"FruVita,Lactalis Polska",Biedronka,"en:Beverages and beverages preparations,Napoje,Nabiał,Żywność fermentowana,Fermentowane produkty mleczne,Desery,Desery mleczne,Napoje mleczne,Fermentowane desery mleczne,Napoje fermentowane,en:Fermented milk drinks,Jogurty,Jogurty pitne",c,1,,Polska,,,,,,,
5903767007556,Jogurt pitny truskawkowy 0% tłuszczu.,"FruVita,Lactalis Polska,Biedronka",Biedronka,"Napoje, Nabiał, Żywność fermentowana, Desery, Fermentowane produkty mleczne, Desery mleczne, Napoje mleczne, Fermentowane desery mleczne, Napoje fermentowane, en:Fermented milk drinks, Jogurty, Jogurty pitne",c,4,,Polska,,,,,,,
5906747312169,Choco Cookie Raisins Pieguski,"Milka, Mondelez",,,e,4,,,,,,,,,
5903767007563,Jogurt pitny o smaku suszonej śliwki 0% tłuszczu.,"FruVita,Lactalis Polska,Biedronka",Biedronka,"Napoje,Nabiał,Żywność fermentowana,Fermentowane produkty mleczne,Desery,Desery mleczne,Napoje mleczne,Fermentowane desery mleczne,Napoje fermentowane,Jogurty,en:Fermented milk drinks,en:drinkable-yogurts",c,4,,Polska,,,,,,,
20858551,Turkey & Chicken Kabanossi with pork,"Dulano,Lidl",Lidl,"Meats and their products, Polish meat products, pl:Kabanosy",e,4,,Polska,,,,,,,
40858029,Riso rice & milk chocolate,müller,COOP,"plant-based-foods-and-beverages, plant-based-foods, cereals-and-potatoes, seeds, cereals-and-their-products, cereal-grains, cs:obiloviny, rýže, semínka, en:rice-puddings",d,4,,"Česko,Maďarsko,Polsko",,,,,,,
5904947609058,Brzoskwinie połówki w lekkim syropie,,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Konserwy, Desery, Produkty na bazie warzyw i owoców, Konserwy roślinne w puszkach i słoikach, Produkty na bazie owoców, en:Canned fruits, Owoce w syropie, en:Peaches in syrup",b,4,,"Poland,en:poland",,,,,,,
8718719781838,Next level burger,Next Level Meat,,"Alternatives à la viande, Galettes végétariennes, Galettes véganes",d,,,"Belgium,Poland",,,,,,,
5900197023125,Jogurt Bio z truskawkami,Bakoma,,"Nabiał,Żywność fermentowana,Fermentowane produkty mleczne,Desery,Desery mleczne,Fermentowane desery mleczne,Jogurty",unknown,3,,Polska,,,,,,,
5903767000687,Duet jogurt pitny Truskawka-Kiwi,Jovi,Lidl,"Nabiał,Żywność fermentowana,Fermentowane produkty mleczne,Desery,Desery mleczne,Fermentowane desery mleczne,Jogurty,Napoje jogurtowe",unknown,4,,Polska,,,,,,,
5900084004015,Ziele angielskie,Kamis,Biedronka,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Przyprawy, en:Culinary plants, en:Aromatic plants, en:aromatic-herbs, en:allspice",unknown,1,,"Polska,Stany Zjednoczone",,,,,,,
5906441340420,Napój gazowany o smaku pomarańczowym,"Zbyszko,Biedronka",Biedronka,"Napoje, Napoje gazowane, en:Sodas",e,4,,Polska,,,,,,,
8719128117232,Soda Mix,Pepsi,"Coles, Woolworths, Officeworks, Kmart, Big-W","Beverages and beverages preparations, Beverages, Beverage preparations, Carbonated drinks, Syrups, Artificially sweetened beverages, Sodas, Flavoured syrups, Sweetened beverages, Cordial, Cordials, en:colas",unknown,4,,"Australia, France, Germany, en:poland",,,,,,,
5906425150649,Vegan Majo,Develey,Eurospar,"Przyprawy, Sosy, Sosy wegetariańskie, Sosy wegańskie, Majonezy bezjajeczne",d,4,,"Polska,Rosja",,,,,,,
8000500280218,tic tac GUM cool cassis,"Ferrero, Tic Tac, Tic Tac Gum, UAB Eugesta",Biedronka,"Užkandžiai, Saldūs užkandžiai, Saldumynai, Kramtomosios gumos, Becukrės kramtomosios gumos",not-applicable,4,,"Francja,Litwa,Polska",,,,,,,
5901398810194,Pierogi with sweet cottage cheese,u Jędrusia,,"Meals, Pasta dishes, Stuffed pastas, Pasta stuffed with cheese, pl:Pierogi, pl:Pierogi z serem",b,4,,"United Kingdom,Poland",,,,,,,
5051007121538,Cheese Corn Snack,Tesco,Tesco,"Przekąski, Słone przekąski, Przystawki, Chipsy i frytki, Chipsy",e,4,,Polska,,,,,,,
8588001939311,Fresh sandwich szynka,Pierre Baguette,,"Plant-based foods and beverages, Plant-based foods, Sandwiches, Sandwich with egg and vegetables and mayonnaise, Breakfast sandwich, Sandwich made with loaf bread, en:sandwiches-filled-with-cold-cuts",d,4,,Polska,,,,,,,
5900983006486,Protein owsianka Kawa banan,Bakalland,,,unknown,,,en:Poland,,,,,,,
5902461008029,Kebab z kurczaka,Morliny,,,unknown,,,en:Poland,,,,,,,
8712423024588,Danie makaron Bolognese,Knorr,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Zboża i produkty zbożowe, Produkty suszone, Makarony, en:Dried products to be rehydrated, Kluski, Makarony instant",c,4,,"France,Poland",,,,,,,
4056489180647,Parówki,Pikok,,"Mesa i njihovih proizvoda,Mesa,Pripremljeno meso,Kobasice,Hrenovke",e,,,en:Poland,,,,,,,
5902620000116,Bułki pszenne do hot dogów.,Lantmannen Unibake,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Chleb",c,3,,Polska,,,,,,,
5902911015065,wafers with lemon,Wacuś,,,unknown,,,Poland,,,,,,,
5900587042538,Morele suszone,Bakador,,Produkty suszone,c,,,Polska,,,,,,,
5902160654299,Kiełbasa Śląska,Morliny,,"Meats and their products, Prepared meats, Sausages, pl:Kiełbasa Śląska, en:pork",e,4,,"Polska,Zjednoczone Królestwo",,,,,,,
5901713003256,Groszek konserwowy,"Nasza Spiżarnia,Dawtona",Biedronka,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Strączkowe i produkty strączkowe, Konserwy, Strączkowe, Produkty na bazie warzyw, Konserwy roślinne w puszkach i słoikach, Warzywa, Warzywa w puszcze, en:Canned legumes, Groszek zielony, Groszek konserwowy, cs:Hrášek, cs:Konzervovaná-zelenina",a,3,,Polska,,,,,,,
5000112615050,Coca Cola Zero 1.5,"COCA COLA COMPANY, Coca-Cola-light",,"Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Boissons light, Sodas au cola, Sodas light, Sodas au cola light",c,4,,"Belgique,France,Pologne",,,,,,,
5901088011719,Riviva nektar czerwony grejpfrut,Riviva,,"Żywność i napoje na bazie roślin, Napoje, Napoje na bazie roślin, Napoje owocowe, Soki i nektary, Nektary owocowe, Nektary grejpfrutowe",e,,,Polska,,,,,,,
5449000090997,Fanta 1L,Fante,,"Boissons, Boissons gazeuses, Sodas",d,,,"France, en:poland",,,,,,,
4014400928877,,Storck,,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Wafers, Stuffed wafers, en:bars",e,4,,"Polska,Szwajcaria",,,,,,,
5901597860723,Arctic + Elements,,,,unknown,,,en:pl,,,,,,,
8719128117249,Pepsi Max Soda Mix,Sodastream,"Netto,Lidl,Kaufland,Combi,Famila,Woolworths,Coles,Officeworks,Aldi,Aldi Nord,Kmart,Big-W,Clas Ohlson,Elkjøp","en:Beverages and beverages preparations,en:Beverages,en:Beverage preparations,en:Carbonated drinks,en:Syrups,en:Artificially sweetened beverages,en:Sodas,en:Diet beverages,en:Flavoured syrups,en:Colas,en:Diet sodas,en:Cola syrups,en:Diet cola soft drink,en:Sugar-free flavoured syrups,en:Cordial,en:Cordials,fr:Boissons concentrées",c,4,,"Australia, France, Germany, Norway, en:poland",,,,,,,
5900567022055,Berlinki Machos a la kabanos XXL,Morliny,,"Produkty na bazie mięsa, Mięsa, Mięsa przetworzone, Kiełbasy, Kiełbasy wieprzowe",e,,,en:Poland,,,,,,,
5901664006276,Kiełbaski z kurczaka,Morliny,Biedronka,"Produkty na bazie mięsa, Mięsa przetworzone, Kiełbasy, en:Chicken and its products, en:Meat preparations, en:Chicken preparations, Kiełbasy drobiowe, Kiełbasy z kurczaka",d,4,,Polska,,,,,,,
5902160647857,Kiełbasa Śląska,Kraina Wędlin,,"Viandes et dérivés,Viandes,Charcuteries,Saucisses,Saucisses de porc,pl:kiełbasa śląska",e,4,,Pologne,,,,,,,
20503031,Filety śledziowe a'la Matjas,Marinero,Biedronka,"Owoce morza, Ryby, Filety rybne, en:Herring fillets",e,4,,Polska,,,,,,,
5907616900920,Mleczna Dolina Masło Extra,Mleczna Dolina,Biedronka,"Produits laitiers,Matières grasses,Produits à tartiner,Matières grasses à tartiner,Matières grasses animales,Produits laitiers à tartiner,Matière grasse laitière,Beurres,Beurres doux",e,2,,Pologne,,,,,,,
5900120004559,Maślanka truskawkowa,Mleczna Dolina,Biedronka,"Napoje,Nabiał,Żywność fermentowana,Fermentowane produkty mleczne,Napoje mleczne,Maślanka,en:Fruit flavoured buttermilk",d,4,,Polska,,,,,,,
5902620233187,Bułki hamburgerowe XXL,Pano,Biedronka,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Chleb, en:Special breads, en:Hamburger buns",c,3,,Polska,,,,,,,
5903111175115,Wafle,EuroWafel,Biedronka,,unknown,4,,Polska,,,,,,,
4006894141603,Iced Gingerbread,Lambertz,,"Przekąski,Słodkie przekąski,en:Biscuits and cakes",c,4,,Polska,,,,,,,
8000500280201,,Tic Tac,Biedronka,en:chewing-gum,not-applicable,4,,Polska,,,,,,,
5203937019618,Mini batoniki z migdałami i miodem,Elios,Biedronka,"Przekąski, Słodkie przekąski, Batoniki",d,4,,Polska,,,,,,,
8717185472332,Choinki świąteczne,Magnetic,Biedronka,"Przekąski, Słodkie przekąski, en:Confectioneries",e,4,,Polska,,,,,,,
5900881719709,Mieszanka Pierników,,,"Przekąski,Słodkie przekąski",d,4,,Polska,,,,,,,
5907769011993,,,,,unknown,,,en:Poland,,,,,,,
5900397742994,Barszcz biały koncentrat,Krakus,Biedronka,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Posiłki, Zupy, Zupy warzywne, Koncentrat",e,4,,"Niemcy,Polska",,,,,,,
5901398069080,Zapiekanka z pieczarkami smażonymi i serem mozarella,Danie Express Biedronka,,,unknown,,,en:Poland,,,,,,,
5906716205744,Ćwikła z chrzanem,Nasza Spiżarnia,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Konserwy, Konserwy roślinne w puszkach i słoikach",a,3,,Polska,,,,,,,
5906827018295,Natural Mix,"Melvit,Plony Natury",Biedronka,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Zboża i produkty zbożowe, Kasza",b,1,,Poland,,,,,,,
5902759005495,Original Lemo,REFRESCO,Biedronka,"Napoje, Napoje gazowane, en:Sodas",e,4,,Polska,,,,,,,
5901597869894,Polaris VitalRed Gazowany,,Biedronka,"Napoje, Napoje gazowane, Napoje gazowane bez soku owocowego, Napoje gazowane z cukrem bez soku owocowego",d,4,,Polska,,,,,,,
5901088011795,,,,,unknown,4,,Polska,,,,,,,
5902759005723,Original Orango,,,"Żywność i napoje na bazie roślin, Napoje, Napoje na bazie roślin, Napoje gazowane, Napoje owocowe, en:Sodas, Oranżady owocowe, en:Orange soft drinks",unknown,4,,Polska,,,,,,,
5900541000413,Żywiec Zdrój z nutą jablka,Żywiec Zdrój,Biedronka,"Napoje, Napoje słodzone",c,4,,Polska,,,,,,,
5900446016533,Polaris Lekkogazowany o smaku Malina & Granat,Polaris,Biedronka,,unknown,4,,Polska,,,,,,,
5900012006043,Olej rzepakowy,Oleo,Społem,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Tłuszcze, Tłuszcze roślinne, Oleje roślinne, Olej rzepakowy",b,2,,Polska,,,,,,,
5907696471167,Ocet spirytusowy 10%,Frutico,Społem,"Przyprawy, Ocet, Ocet spirytusowy",not-applicable,2,,Polska,,,,,,,
5900311000209,Bartek olej słonecznikowy,ZT Kruszwica,Społem,"Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Rapeseed oils, en:sunflower-oils",c,2,,Polska,,,,,,,
5907696471662,Ocet spirytusowy,Frutico,Społem,"Przyprawy, Ocet, Ocet spirytusowy",not-applicable,2,,Polska,,,,,,,
5907696471716,Ocet spirytusowy,Frutico,Społem,"Przyprawy, Ocet, Ocet spirytusowy",not-applicable,2,,Polska,,,,,,,
